"provider_name","provider_addloc","notes","notes_es","email","web_link","address","city","state","zip","lat","lon","last_update","updated_by","status","med_testing","med_primary_care","med_pediatrics","med_senior","med_women","med_urgent_care","med_dental","med_vision","med_pharmacy","med_mental_health","med_hotline","med_addiction","med_domestic_violence","legal_housing","legal_worker_protection","legal_healthcare","legal_immigration","legal_criminal","legal_domviolence","legal_contracts","legal_protester_defense","fin_grocery","fin_housing","fin_legal","fin_medical","fin_utilities","dv_medical","dv_mental_health","dv_housing","dv_legal","dv_crisis","dv_referrals","SNAP","WIC","public","children","homeless","uninsured","residents","immigrants","low_income","women","disabled","native_american","seniors","accepts_medical","discount_medical","must_show_id","free","sliding_scale","financial_assistance","contact","temp_closed","delivery","curbside_pickup","drive_thru","in_person","telehealth","telelegal","call_in_advance","alameda","san_francisco","contra_costa","santa_clara","san_mateo","solano","sonoma","napa","santa_cruz","san_benito","sacramento","farmers_market","meal_student","free_groceries","bob","mon","tues","wed","thr","fri","sat","sun","resource"
"Chef Ron's Pastries","","Instagram: @chefronspastries.","","","https://www.crpastries.com","2101 Webster St #1200","NA","CA",94612,37.8103919,-122.2658998,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"9:30 AM -  5:00 pm","9:30 AM -  5:00 pm","9:30 AM -  5:00 pm","9:30 AM -  5:00 pm","9:30 AM -  5:00 pm","","","restaurant"
"Antioch Library",""," Children do not have to be enrolled in AUSD to participate. Parents and guardians may pick up for their children.","Los niños no tienen que estar inscritos en AUSD para participar. Los padres y tutores pueden recoger las comidas para sus hijos.","StephanieAnello@antiochschools.net","https://www.antiochschools.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=47&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=32861&PageID=1","501 W-18th Street","Antioch","CA",94509,38.0049077,-121.8131617,"2020-09-29","Charlie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(925) 779-7500",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","","","meal"
"Lillian Larsen Elementary","","For any Bradley student under 18 who is present eligible, lunch and breakfast will be served.","Servimos desayuno y almuerzo a cualquier estudiante de Bradley de 18 años o menor.
","jhull@montereycoe.org","","1601 L St","San Miguel","CA",93451,35.7578956,-120.6977034,"2020-09-21","Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:00 AM - 1:00 PM","11:00 AM - 1:00 PM","11:00 AM - 1:00 PM","11:00 AM - 1:00 PM","11:00 AM - 1:00 PM","","","meal"
"Bishop Elementary","","Free breakfast and lunch and frozen dinner meals will be available. Anyone under 18 can pick up meals free of cost from any of the Sunnyvale schools. No student ID required. Students do not need to be present. All meals are free regardless of eligibility. Menus are posted on the district website under Child Nutrition.","Desayuno, almuerzo y cena (congelada) gratis. Cualquier persona menor de 18 años puede recoger las comidas gratuitas en cualquiera de las escuelas del distrito de Sunnyvale. No se requiere identificación de estudiante. Los estudiantes no necesitan estar presentes. Los menús se publican en el sitio web del distrito bajo Nutrición infantil.","","https://www.sesd.org/site/default.aspx?PageType=3&DomainID=336&ModuleInstanceID=1254&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=9095&PageID=1011","450 N Sunnyvale Ave","Sunnyvale","CA",94085,37.386636,-122.0253076,"2020-09-18","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"4085228200",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"10:30 AM - 1:30 PM","10:30 AM - 1:30 PM","10:30 AM - 1:30 PM","10:30 AM - 1:30 PM","10:30 AM - 1:30 PM","","","meal"
"National Network to End Domestic Violence","","","Información sobre cómo prepararse para una comparecencia ante el tribunal e incluye información específica de los tribunales durante COVID-19","","https://www.womenslaw.org/laws/preparing-for-court-yourself","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Burke and Black","","Instagram: @burkeandblack.","","","https://burkeandblack.com/","1145 Hayes St #12","NA","CA",94117,37.7749423,-122.4351832,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"Valley Specialty Center","","In-person and telehealth services offered: specialty services, pharmacy. Hours vary depending on service. Accepts most insurance plans, including MediCal. Low-income and uninsured patients who live in Santa Clara County can apply for Financial Assistance by calling (866) 967-4677. Languages spoken: translation offered in most languages.","Servicios en persona y de telesalud ofrecidos: atención de urgencia, atención primaria, pediatría, obstetricia / ginecología, atención de la vista, control de enfermedades, atención de maternidad, atención dental, asesoramiento financiero, farmacia, imagenología, laboratorio. Los horarios varían según el servicio. Acepta la mayoría de los planes de seguro, incluido MediCal. Los pacientes de bajos ingresos y sin seguro que viven en el condado de Santa Clara pueden solicitar asistencia financiera llamando al (866) 967-4677. Idiomas hablados: traducción ofrecida en la mayoría de los idiomas.","","https://www.scvmc.org/clinics-and-locations/valley-specialty-center/Pages/health-care-services.aspx","751 S Bascom Ave San Jose","NA","CA",95128,"","","2020-07-24","KM",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"(888) 334-1000",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9:00 AM - 5:30 PM","9:00 AM - 5:30 PM","9:00 AM - 5:30 PM","9:00 AM - 5:30 PM","9:00 AM - 5:30 PM","","","health"
"Saludos Mobile Health Center","","","Actualmente cerrado debido a COVID-19","","https://www.scvmc.org/clinics-and-locations/Valley-Homeless-Health-Program/Pages/Saludos-Mobile-Health-Center.aspx","Call Number","NA","CA","","","","2020-07-24","KM",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"(408) 885-5000",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5:00 PM - 9:00 PM","","","","","","","mental_health"
"National Network to End Domestic Violence","","","Información sobre cómo prepararse para una comparecencia ante el tribunal e incluye información específica de los tribunales durante COVID-19","","https://www.womenslaw.org/laws/preparing-for-court-yourself","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"National Network to End Domestic Violence","","","Información sobre cómo prepararse para una comparecencia ante el tribunal e incluye información específica de los tribunales durante COVID-19","","https://www.womenslaw.org/laws/preparing-for-court-yourself","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Opening Doors: Immigration Project","","Opening Doors provides high-quality, affordable legal services to refugees, victims of crime, victims of human trafficking, and other low-income individuals in Sacramento and surrounding counties. Closed for in-person assistance but still available for telephone help.","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Cafe Colucci","","Instagram: @cafecolucci.","","","https://www.cafecolucci.com/","6427 Telegraph Ave","NA","CA",94609,37.85076,-122.2607373,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2:00 AM -  8:00 pm","2:00 AM -  8:00 pm","2:00 AM -  8:00 pm","2:00 AM -  8:00 pm","2:00 AM -  8:00 pm","2:00 AM -  8:00 pm","2:00 AM -  8:00 pm","restaurant"
"La Comida","","Prepared Meals","Las comidas preparadas. Sólo para los adultos mayores de edad.","","https://www.lacomida.org/","461 Florence Street Palo Alto","NA","CA",94301,37.4468513,-122.1612517,"2020-04-26","CZ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(650) 322-3742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","meal"
"Salvation Army Santa Cruz Corps Community Center","","Food pantry open to North Santa Cruz residents only. South Santa Cruz residents contact Salvation Army in Watsonville at 831-724-3922. Monday-Thursday, 9am-11:30am for dry bag 1x/wk or daily lunch. Produce on Tuesdays. Line forms on Blackburn St heading NORTH to keep traffic clear at Laurel & Blackburn. (Directions from Chestnut St: go past Laurel St, Turn RIGHT onto Jenne St, and turn RIGHT onto Blackburn St.)
Also provides addiction therapy, shelters and group homes, meal assitance, bill pay assistance, employment assistance, extracurricular programs for kids, adult day care centers","Productos frescos (solo los martes), almuerzos en bolsas (para aquellos sin cocina), bolsas de alimentos (no perecederos)","","http://santacruz.salvationarmy.org/","721 Laurel St. Santa Cruz","NA","CA","","","","2020-06-02","GJ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(831) 426-8365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9:00 AM - 11:30 AM","9:00 AM - 11:30 AM","9:00 AM - 11:30 AM","9:00 AM - 11:30 AM","","","",""
"Omar's Chicken and Waffles","","","","","https://www.omarschickenandwaffles.com/","4399 Century Blvd","NA","CA",94565,38.0063849,-121.8388848,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"8:00 AM -  9:00 pm","8:00 AM -  9:00 pm","8:00 AM -  9:00 pm","8:00 AM -  9:00 pm","8:00 AM -  9:00 pm","8:00 AM -  9:00 pm","8:00 AM -  9:00 pm","restaurant"
"Hatch Elementary","","Also on Thursdays, there will be weekly grocery supplements provided by Second Harvest at the Ted Adcock Center from 3:00 to 5:00 PM.","","","https://www.cabrillo.k12.ca.us/our_departments/food_services","490 Miramontes Ave","Half Moon Bay","CA",94019,37.4632759,-122.4366277,"2020-09-18","Emily",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"11:00 AM - 12:30 PM","","11:00 AM - 12:30 PM","","","","","meal"
"Loaves and Fishes","","Hot meal","Comida caliente","","https://www.pvloavesandfishes.org/hotLunch.htm","150 Second Street Watsonville","NA","CA","","","","2020-04-26","CZ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(831) 319-4571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","","","meal"
"Lawyers' Committee for Civil Rights: Asylum Program","","Lawyers’ Committee’s Asylum Program has assisted people seeking safety in the United States. They are available to discuss your case and, if you qualify, help find you a lawyer for free, or give you a list of lawyers in your area.","El programa de asilo a través de Lawyers Committee asiste a personas buscando seguridad en los Estados Unidos. Están disponibles para discutir tu caso, y si calificas, te pueden ayudar con un abogado o proporcionar una lista de abogados en tu área.","","https://lccr.com/get-help/immigrant-justice-asylum-program/","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(415) 543-9444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Catholic Charities East Bay Richmond Service Center: Immigration Services","","The Richmond Service Center provides legal aid if you are experiencing deportion, are seeking asylum, or need other immigration-related assistance","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Mission Elementary",""," Children do not have to be enrolled in AUSD to participate. Parents and guardians may pick up for their children.","Los niños no tienen que estar inscritos en AUSD para participar. Los padres y tutores pueden recoger las comidas para sus hijos.","StephanieAnello@antiochschools.net","https://www.antiochschools.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=47&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=32861&PageID=1","1711 Mission Dr","Antioch","CA",94509,37.997043,-121.8312496,"2020-09-29","Charlie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(925) 779-7500",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","10:00 AM - 12:00 PM","","","meal"
"Samaritan House","","Appointments and interviews are conducted through phone. Open on a limited basis for rental, utility and other financial assistance, case management and referrals, including access to Pantry: please call first for health screening and instructions.","Comidas móviles para personas mayores discapacitadas y personas con discapacidad","","https://samaritanhousesanmateo.org/samaritan-house-service-update/","Call Number","NA","CA","","","","2020-06-04","GH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(650) 347-3648",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","cash_assistance"
"Planned Parenthood Walnut Creek Health Center","","In-person and telehealth services offered: abortion services, birth control, STD/HIV testing and treatment, LGBTQ services, men's health care, emergency contraception, pregnancy testing & services, womens health. Accepts most insurance types, including MediCal. For uninsured patients, operates on a sliding fee scale (how much you pay is based on your income). Languages spoken: English, Spanish. Interpretation by telephone available for other languages. Call 1-800-230-PLAN to schedule a telehealth visit.","Servicios en persona y de telesalud ofrecidos: servicios de aborto, control de natalidad, pruebas y tratamiento de ETS / VIH, servicios LGBTQ, atención médica de hombres, anticoncepción de emergencia, pruebas y servicios de embarazo, salud de mujeres. Acepta la mayoría de los tipos de seguro, incluido MediCal. Para los pacientes no asegurados, opera en una escala móvil de tarifas (la cantidad que paga se basa en sus ingresos). Idiomas hablados: inglés, español. Interpretación por teléfono disponible para otros idiomas. Llame al 1-800-230-PLAN para programar una visita de telesalud.","","https://www.plannedparenthood.org/health-center/california/walnut-creek/94596/walnut-creek-health-center-2571-90200","1357 Oakland Blvd Walnut Creek","NA","CA",94596,37.8978215,-122.0702545,"2020-08-05","CH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"(925) 935-3010",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","health"
"Catholic Charities of Santa Clara: Housing","","Catholic Charities of Santa Clara provides support for families and individuals facing housing instability or homelessness through a number of different programs. Closed for in-person assistance but still available for telephone help.","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Belle Haven Elementary","","Meal disbursement program on Monday and Wednesday at Ravenswood Schools for all district enrolled children. For pick up only. ","Programa de comidas para recoger los lunes y miércoles en las escuelas de Ravenswood para todos los niños inscritos en el distrito. ","","https://sites.google.com/ravenswoodschools.net/reopeningplanning/meals-alimentos","415 Ivy Dr.","Menlo Park","CA",94025,37.4762289,-122.1609843,"2020-09-25","Emily",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"8:00 AM - 2:00 PM","","8:00 AM - 2:00 PM","","","","","meal"
"Enssaro Ethiopian","","Instagram: @enssarooakland.","","","https://www.enssaro.com/","357-A Grand Ave","NA","CA",94610,37.8087788,-122.2557932,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"11:30 AM -  10:00 pm","","11:30 AM -  10:00 pm","11:30 AM -  10:00 pm","11:30 AM -  10:00 pm","11:30 AM -  10:00 pm","11:30 AM -  10:00 pm","restaurant"
"Brock Elliott Elementary","","Serving free meals to any child between ages 2-18. No student ID card required. ","Servimos comidas gratis a cualquier niño entre las edades de 2 y 18. No se requiere identificación.","","https://www.mantecausd.net/cms/lib/CA50000459/Centricity/Domain/4/NE%20Flyer.pdf","1110 Stonum Ln","Manteca","CA",95337,37.7856437,-121.2397537,"2020-09-29","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(209) 825-3200",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","","","meal"
"Gourmet Puff","","Instagram: @gourmetpuff.","","","http://gourmetpuff.co","193 Montecito Ave","NA","CA",94610,"","","2020-07-07","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"Chef Cook and Run","","Instagram: @chefcookandrun.","","","https://www.chefcookandrun.com","","","","","","","2020-07-07","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"9am - 5pm","9am - 5pm","9am - 5pm","9am - 5pm","9am - 5pm","9am - 5pm","9am - 5pm","restaurant"
"Rocketship Futuro Academy","","We distribute meals to ANYONE in the community.","Distribuimos comidas a CUALQUIERA en la comunidad.","","https://www.rocketshipschools.org/covid19-ca/","2351 Olivera Rd","Concord","CA",94520,37.996371,-122.0361659,"2020-09-18","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","","2:00 PM - 4:00 PM","","2:00 PM - 4:00 PM","","","meal"
"Red Sea","","","","","https://redseaoakland.com","5200 Claremont Ave","NA","CA",94618,37.8382889,-122.2614139,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"11:00 AM -  10:00 pm","11:00 AM -  10:00 pm","11:00 AM -  10:00 pm","11:00 AM -  10:00 pm","11:00 AM -  10:00 pm","11:00 AM -  10:00 pm","11:00 AM -  10:00 pm","restaurant"
"St. Francis Catholic Kitchen","","To-go lunch. ","Almuerzo para llevar.","rcrowe@stfrancissoupkitchen.org","https://www.facebook.com/saintfrancissoupkitchensantacruz/","205 Mora St. Santa Cruz","NA","CA","",36.9798157,-122.030933,"2020-09-08","CH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(831) 459-6712",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","12:00 PM - 1:00 PM","","","meal"
"Arbor Free Clinic","","Currently closed due to COVID-19","Actualmente cerrado debido a COVID-19","arborclinic@stanford.edu","http://med.stanford.edu/arbor.html","795 Willow Rd Building 334 Menlo Park","NA","CA",94025,"","","2020-07-22","ZC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(650) 724-1332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","health"
"Solid Rock Cafe","","","","","https://www.solidrockcafe.us/","422 W 2nd St","NA","CA",94509,38.0170314,-121.8123894,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
